text,language
Spoluprácas dozornými orgánmi v treťom pilieri umožňuje EDPS sledovať vývoj v tejto oblasti a prispievať k jednotnej-šiemu a ucelenejšiemu rámcu ochrany osobných údajov bez ohľadu na pilier či osobitný kontext.,Slovak
"V tomto prípade musia byť vysvetľujúce poznámky obsahujúce všetky uvedené údaje ľahko dostupné osobám, ktoré plnia palivovú nádrž alebo vykonávajú údržbu alebo opravu motora a jeho príslušenstva, ako aj príslušným orgánom.",Slovak
"Pri otvorení portugalského televízneho trhu sa rozhodlo postúpiť k oddeleniu siete na prenos a šírenie televízneho signálu od majetku RTP a k založeniu novej spoločnosti ""Teledifusora de Portugal"" (TDP), s kapitálom 5,4 miliardy PTE [7].",Slovak
"Podrobné pravidlá uplatňovania povinnosti členských štátov podávať správu o sumách, ktoré sa majú vymáhať, sú stanovené v nariadení Komisie (ES) č. 885 / 2006 z 21. júna 2006, ktorým sa ustanovujú podrobné pravidlá uplatňovania nariadenia Rady (ES) č. 1290 / 2005, pokiaľ ide o akreditáciu platobných agentúr a iných orgánov a zúčtovania EPZF a EPFRV [7].",Slovak
"Zamestnanci môžu písomne vyjadriť svoj nesúhlas s týmto pridelením, ak sa domnievajú, že nie je v súlade s požiadavkami písmena b) tohto oddielu.",Slovak
"odôvodnenie pre každé dotknuté opatrenie, že prevod je v súlade s charakterom obmedzujúcim výrobu daného režimu podľa článku 52 ods. 6 nariadenia (EÚ) č. 1307 / 2013 a že rozhodnutia oznámené Komisii podľa článku 54 daného nariadenia a odsekov 1 a 2 tohto článku sa nestanú neplatnými. """,Slovak
غَوُ حٗرِوُ دِنَيِ بُرۡحَوَلِّدٗ فِكفُلد أَمْ بِكِ مَكَرّۧمَيۧ بَنَرُ كَسَكْسٗ مۡشُنْ فِكْتُ رِليِفْ فُنْد دُ زُجِن.,Central Kanuri
غَشِبْتٗ مِيَ كٗلَ سِيَ دٗنْ مَدٗ، سُوَنْزٗلَنْ دَلِلْ دَ سَنْدِ كُرِ-كُرِ مِ سَلْس حَدَأَ كُرُ نَ فَلْيِنْ كٗنٗنْغَ نزَ سَجدِنْ كَمَدَ رَكْسَ كٗمْبُ كٗلَنْزَأَ سَدِنْبَمَ، ُرُ رَكْسَ سَسَمْبِنْ بَ، تِيِ سَْ دَ ندُبْتَنَ مَنْ غٗنْيِأَ,Central Kanuri
نَشَوَ لُدِسۡ كَمْبِيِنْزَ اِنْغٗلَيَيۧ، شَدَوَ غَوِلْمَيۧسۡ اَلْتۡ وَتۡدٗ عَلَمَنْظٗدٗ لَمَرَّ نَفْتٗرَمْ جَمَبۧ سِيَسَبۧا لَنْ لِيۡنۡ عِلْمُيۧ غٗنْيِ.,Central Kanuri
مَرَ غۡنٗمْ نۧوْيۡكْيِنْ فَرِسّۡ لۧتٗدٗ شِيۧ كُلَشِدۡ ظَنْدۡ لۧتٗ كَسَمْيۧ جَرَبْتۧيَيِ شِدۡنِ مَرَدٗا تَنْدۡلَنْ فَعِدَتٗنَدٗ.,Central Kanuri
مَيْرِ بَيْزَنْتَيْنْيِنْ تَفَكْكَرْرَ غٗرِيِكْ يِدٗ غٗنَتٗ، كُرُ دَرَسٗتٗنَ،، كُرُاَغَوُ فَرَكٗ كٗر مٗسٗلٗمْ يِنْ تُسْسُيِنْ، امْمَ لُكْتٗ اَبْبَ سِيَيِنْ سَنْدِيُ كِتَوْوَ غٗرِيْكْيِ سَبْسَرُ حُوُمْزَنَ كَرَجنْزَ يِرَرُ.,Central Kanuri
كَوُسْكِ سِدْيِ ، مِسَلْلُ ، سَا كٗنْ فِيَكْكٗ كٗرْمَيْ مَيْ إِجِبْتبِيِ لَانْ تشِدُ كُرُ نغَوُدٗنْ سَا يَكْكٗ (أَوْ دِيَوْ) وُ سُنْ تٗدِنْ,Central Kanuri
بٗرَنْدَيِ نَتُبَنْزٗدٗ نَبْتٗ تَرْتِبْتٗمَ أَدَيِمَ لَكْتُوَ غَزٗنَ نَ وَلْتٗدِيَيَنْ كُرُ فَيْفَيْيَتَ دَرْغٗنٗدٗ سُنَتِنْ بِكْكَيِدٗ,Central Kanuri
مَشِدِ بُرُويْدٗ دَوْدِ إِلْمُ أَدِنْ إِسْلَامْبَيْ زَمْتٗيْرُو وَلْزٗنَ لُوكْتٗ زَمَنْنَ دَوْيَدٗنْ، فُوُرَوَ دُوُ كَدَ لُوُرَنْ مَارَنْتَوَ دجَيْنْيَ لَنْ كٗرَرُو إِسَيْنه,Central Kanuri
"પાસે બેઠેલી એક અન્ય સ્ત્રી કહે છે કે ""અમારાં અને કૂતરાઓમાં કોઈ ફરક થોડો છે.",Gujarati
"ગુજરાતના મહાન સંત નરસિંહ મહેતા કહેતા હતા કે - વાચ-કાછ-મન, નિશ્ચલ રાખે, પરધન નવ ઝાલે હાથ રે.",Gujarati
પણ જેવી એ લોકોને મારા સિંગલ સ્ટેટસ વિશે ખબર પડે કે તરત જ એમની અંદરની ઉત્સુક્તા જાગી જાય છે.,Gujarati
"આ એ જ લોકો છે, જેઓના ""મનમાં ઈશ્વરે પ્રેરણા કરી હતી"" કે તેઓ બાબેલોનનાં ઘરો અને વેપાર - ધંધો છોડીને વતન પાછા ફરે.",Gujarati
"જે લોકોએ વૉટ્સઍપ ગ્રૂપ્સમાં અને ફેસબુક ગ્રૂપ્સમાં કથિત વાતચીતના સ્ક્રીનશૉટ શૅર કર્યા છે, તેમણે દાવો કર્યો છે કે આ વાતચીત તેમના કોઈ ભારતીય મિત્ર અને બાલાકોટમાં રહેતા 'ડૉક્ટર ઇઝાઝ' નામની વ્યક્તિ વચ્ચે થઈ છે.",Gujarati
આદમ અને હવાને યહોવાહે સ્પષ્ટ કહ્યું હતું કે પૃથ્વી માટે તેમનો હેતુ શું છે.,Gujarati
"There is a fair, firm and comprehensive basis for a Security Council decision, based on the Ahtisaari proposals.	eng_Latn	setimes
They are Joao Paulo Cunha of the Workers Party, Pedro Henry of the Progressive Party, and Valdemar Costa Neto of the Party of the Republic.	eng_Latn	xlsum
ഇപ്പോഴത്തെ മാറ്റം മാറുന്ന ഭാരതത്തിന്റെ ജീവസ്സുറ്റ ചിത്രമാണ് കാട്ടിത്തരുന്നത്.	mal_Mlym	mt560
익은습관이 자연스럽고"", 이전의방식이그들에게는쉬운방식입니다.",Korean
"Nkhaŵaguza na vingwe vya lusungu, na mikusa ya kutemwa. '",Tumbuka
"Pakuŵa mutu wa mbumba, nane nkhucita upayiniya, nangauli pakwamba ukawonekanga wakusuzga, kweni sono nyengo zose nkhupharazga na mbumba yane.",Tumbuka
Kumbukani kuti ŵantu ŵakaphalirika kucita vintu vitatu: (1) kuŵa mu malo ghawo (2) kwimilira waka cete na (3) kuwona ciponosko ca Yehova.,Tumbuka
"Yowoyani mu mtima winu pa vitara vinu ndipo mukhale cete. """,Tumbuka
"Ŵanthu ŵa ku Merozi ŵakwenera kuti ŵakamuwona Sisera, munthu wakumanya nkhondo, wakuchimbira mu msewu kuti wajiponoske.",Tumbuka
Milimo iyi yikwenera kuti yikasazgangapo kusonera vyakuvwara vyokoro ivyo vikaŵa vikavu.,Tumbuka
"Mu cipaturo ici, tikuŵazga kuti Ŵaisrayeli ŵakalangulika kuti ŵapengeko ŵanthu ŵakusuzgika panji ŵalendo ivyo ŵavuna.",Tumbuka
Tiyeni tiwone umo vikaŵira kale mu nyengo ya nchimi Hagai na Zekariya.,Tumbuka
"At ̣ as n wid yesselmaden lekdeb i d-innulfan di ddunit, ur setɛer ̣ fen ara belli Ɛisa Lmasih ̣ yusa-d ɣer ddunit s s ̣ s ̣ ifa n wemdan.",Kabyle
Aseqqamu n uḥuddu n yizerfan idelsanen deg Ldzayer sbedden-t-id s tidet u yessegrew-d 140 n tekbabin (signatures) sɣur yemdanen yettwassnen deg tesdawiyin d tẓuri (art).,Kabyle
Inelmaden meṛṛa yellan di tneɣṛit stehzan ɣef ttesḍila tajdidt n Tom.,Kabyle
"M'ara t-nezreɛ, d net ̦ t ̦ a i d aɛeqqa amect ̣ uh ̣ mer ̣ r ̣ a ger zzerriɛat n ddunit.",Kabyle
"Valse godsdiens sal ""nooit meer gevind word nie"". - Openbaring 17: 1; 18: 21.",Afrikaans
"Welgeluksalig is die man wat [Jehovah] vrees, wat 'n groot welbehae in sy gebooie het. - Psalm 112: 1",Afrikaans
"Jehovah het persoonlik in hierdie jong herder belanggestel en het gevind dat hy ""'n man na sy hart"" was.",Afrikaans
Die groot vraag is egter: Behoort hy dit te doen?,Afrikaans
"Een skrywer sê wat sy ervaring betref, kon ""geen arbeid wat deur mense verrig is moeisamer gewees het as die ou manier waarop suiwering met die hand gedoen is nie"".",Afrikaans
Maar hy het nie hier 'n nuwe Christelike gebruik of godsdiensritus ingestel nie.,Afrikaans
"Waarlik, almal in die gemeente moet dit vermy om ander te probeer beheer. - Vergelyk 2 Korinthiërs 1: 24; Filippense 2: 12.",Afrikaans
"Geweld is aan die orde van die dag, die lewe is waardeloos en gevangenisse is stampvol misdadigers.",Afrikaans
Het sy geredeneer dat sy as lid van die Joodse godsdiensstelsel gebore is en dat sy lojaal wou bly aan die tradisies van haar voorvaders?,Afrikaans
"A further 551 deaths were recorded in the past 24 hours, officials said on Thursday.",English
The FDA also revoked its emergency-use authorisation for the drug to treat Covid-19.,English
This year's selections bring the number of films in the collection to 650.,English
"Gruff Rhys, frontman of the Super Furry Animals, has won the first Welsh Music Prize.",English
"HM Inspectorate of Probation said higher-risk individuals were ""managed well"" but the picture was ""more troubling"" for those of medium and lower risk.",English
"Bar and restaurant owners have also protested against the ban, saying it will destroy their businesses.",English
"On Christmas Day there is a feast, many family visits and a whole lot of fun.",English
Venezuelans are living through one of the worst hyperinflation episodes ever recorded since the end of World War Two.,English
"She later said she left feeling overwhelmed: as the rally broke up a man verbally abused her; on the back way to her car, a woman asked Ms Haidary not to cut her head off.",English
معانا رحلات ثلاث مرات بالاسبوع ، الثلوث ، الجمعه ، و السبت.,Ta'izzi-Adeni Arabic
"Kalaabashada barnaamijka nukliyeerka iyo ammaanka ayaa harayn doona ajendeyaasha shirka, inkastoo dadka arrimahan taxliiliya ay ka biyodiidan yihiin in Kuuriyada Waqooyi ay ka tanaasuli doonto hubkeeda nukliyeerka.",Somali
"Ma Noole (Ingiriis: Non-Living Thing) waa wax walba oo billaa naf ah, aan xarakaad samayn karin isla markaasna laga hello oogada dhulka ama meere kale.",Somali
"Fangaskan waxaa inta badan laga helaa ciidda, dhirta, digada, iyo khudradda quruntay In ka badan boqolkiiba 80 dadka uu ku dhacay cudurka ayaa u baahan qalliin, sida uu BBC-da u sheegay Dr VP Pandey oo ah madaxa cisbitaallada dowladda.",Somali
"Khadka dhexe: Emil Forsberg (RB Leipzig/Germany), Albin Ekdal (Hamburg/ Germany), Viktor Claesson (Krasnodar/Russia), Gustav Svensson (Seattle Sounders/USA), Sebastian Larsson (Hull City/England), Jimmy Durmaz (Toulouse/France), Oscar Hiljemark (Genoa/Italy), Marcus Rohden (Crotone/Italy).",Somali
Waxay sidoo kale baraha bulshada geliyeen qiiq ka baxayo dhanka hawada sare.,Somali
"Rasuulka SCW jilibkiisa waxaa la oran jirey reer binu Haashim, waxaana loogu magac daray awoowgiisii labaad, Haashim binu Cabdimanaaf.",Somali
Adkaan aan dhammayn baa ku dhacday reer binu Israa'iil ilaa tirada buuxda oo quruumuhu soo gasho;,Somali
Finland waxaa dumarka jira da 'cayiman oo la og yahay lagu sameeyaa baaritaan wadareed joogto ah.,Somali
"Ila wareed ka tirsan ciidammada ammaanka ee Turkiga ayaa BBC-da u sheegay in saraakiishu ay hayaan caddeyn ah cod maqal iyo muuqaal ah oo qeexaysa in Mr Khashoggi, oo wax ku qori jiray wargeyska the Washington Post, lagu dhex dilay qunsuliyadda dhexdeeda.",Somali
Marahil ito'y parang kapani - paniwala kung pakikinggan ayon sa iba.,Tagalog
"Ang mga hukbo na nasa langit, ang mga anghel, ay makakasama ni Jesu - Kristo, ang Hari ng mga hari, sa pakikipaglaban sa ""digmaan ng dakilang araw ng Diyos na Makapangyarihan - sa - lahat"" sa Armagedon.",Tagalog
Magtiwala ka kay Jehova nang buong puso mo at huwag kang umasa sa iyong sariling unawa.,Tagalog
"Uffannaa koo osooman namaaf kekkennuu wayyaa tokko qofatti gale.	gaz_Latn	xlsum
Sami yeswa yerna ikeyyef.	kab_Latn	mt560
Idi dimteng ti artikulo, binasami nga agpada ket naamirismi a nagtignaykami a simamaag.	ilo_Latn	mt560
Syd for en linje stik øst fra Stert Point (51 ° 13,0 ′ N)	dan_Latn	mt560
Populus L. ar izcelsmi Amerikas kontinentā.	lvs_Latn	mt560
២៨០] តីហាការេហិ យោ តេ ចីវរំ បរិភុញ្ជិ យោ តេ បិណ្ឌបាតំ បរិភុញ្ជិ យោ តេ សេនាសនំ បរិភុញ្ជិ យោ តេ គិលានប្បច្ចយភេសជ្ជបរិក្ខារំ បរិភុញ្ជិ យេន តេ វិហារោ បរិភុត្តោ យេន តេ ចីវរំ បរិភុត្តំ យេន តេ បិណ្ឌបាតោ បរិភុត្តោ យេន តេ សេនាសនំ បរិភុត្តំ យេន តេ គិលានប្បច្ចយភេសជ្ជបរិក្ខារោ បរិភុត្តោ យំ ត្វំ អាគម្ម វិហារំ អទាសិ ចីវរំ អទាសិ បិណ្ឌបាតំ អទាសិ សេនាសនំ អទាសិ គិលានប្បច្ចយភេសជ្ជបរិក្ខារំ អទាសិ សោ ភិក្ខុ សុញ្ញាគារេ បឋមំ ឈានំ ទុតិយំ ឈានំ តតិយំ ឈានំ ចតុត្ថំ ឈានំ សមាបជ្ជិ សមាបជ្ជតិ សមាបន្នោ សោ ភិក្ខុ សុញ្ញាគារេ ចតុត្ថស្ស ឈានស្ស លាភី វសី តេន ភិក្ខុនា សុញ្ញាគារេ ចតុត្ថំ ឈានំ សច្ឆិកតន្តិ សម្បជានមុសា ភណន្តស្ស បដិវិជានន្តស្ស អាបត្តិ ថុល្លច្ចយស្ស ន បដិវិជានន្តស្ស អាបត្តិ ទុក្កដស្ស បុព្វេ វស្ស ហោតិ មុសា ភណិស្សន្តិ ភណន្តស្ស ហោតិ មុសា ភណាមីតិ ភណិតស្ស ហោតិ មុសា មយា ភណិតន្តិ វិនិធាយ ទិដ្ឋឹ វិនិធាយ ខន្តឹ វិនិធាយ រុចឹ វិនិធាយ ភាវំ។	khm_Khmr	lti
Ми дуже зраділи, дізнавшись, що він знайшов у Лімі Свідків Єгови й продовжив вивчення Біблії.	ukr_Cyrl	mt560
Ýehowanyň şu günlerem ýygnagymyzdaky ýat ýerden gelen adamlaryň aladasyny edýändigine asla şübhelenmän bileris (Kan. tag.	tuk_Latn	mt560
Maaaring hindi ninyo nakikita ang isa't isa, subalit hindi bulag ang mga damdamin. ",Tagalog
"Pag-aaklas sa Syria: Pitongpung tao ang namatay sa isang pag-atake gamit ng isang roket ng Sandatahang Lakas ng Syria sa lungsod ng Hama, kasama na rito ang mga bata.",Tagalog
"Sinabi ni Yahweh, ""Tingnan ninyo, sila ay iisang bayan na may iisang wika, at sinisimulan nilang gawin ito!",Tagalog
